interrupt,中断する；割り込む,ˌɪntəˈrʌpt,動詞(verb)
interviewer,面接する人,ˈɪntərˌvjuər,名詞(n.)
junior,年下の；後輩の，年少者,ˈʤunjər,形容詞(adj.)
kilometer,キロメートル,kəˈlɑmətər,名詞(n.)
lab,研究所,læb,名詞(n.)
likelihood,可能性,ˈlaɪkliˌhʊd,名詞(n.)
lump,かたまり；しこり,lʌmp,名詞(n.)
mathematical,数学の,ˌmæθəˈmætɪkəl,形容詞(adj.)
memorize,覚える,ˈmɛməˌraɪz,動詞(verb)
minus,マイナス；負数,ˈmaɪnəs,前置詞(prep.)
monkey,サル,ˈmʌŋki,名詞(n.)
nasty,不快な；意地の悪い,ˈnæsti,形容詞(adj.)
nest,巣,nɛst,名詞(n.)
observer,観察者；監視者,əbˈzɜrvər,名詞(n.)
occurrence,発生；出来事,əˈkɜrəns,名詞(n.)
periodic,定期的な,ˌpɪriˈɑdɪk,形容詞(adj.)
physically,肉体的に；身体上,ˈfɪzɪkəli,副詞(adv)
plug,プラグ；栓,plʌg,動詞(verb)
politically,政治的に,pəˈlɪtɪkəli,副詞(adv)
positively,確実に；前向きに,ˈpɑzətɪvli,副詞(adv)
presume,推定する,prɪˈzum,動詞(verb)
processor,処理装置；加工機；加工業者,ˈprɑˌsɛsər,名詞(n.)
productive,生産的な,prəˈdʌktɪv,形容詞(adj.)
productivity,多産；生産性,ˌproʊdəkˈtɪvəti,名詞(n.)
progression,発達；進歩,prəˈgrɛʃən,名詞(n.)
progressive,進歩的な,prəˈgrɛsɪv,形容詞(adj.)
projection,投影；投射,prəˈʤɛkʃən,名詞(n.)
pronounce,発音する,prəˈnaʊns,動詞(verb)
punch,殴る，パンチ,pʌnʧ,動詞(verb)
punish,罰する,ˈpʌnɪʃ,動詞(verb)
punishment,罰,ˈpʌnɪʃmənt,名詞(n.)
purely,純粋に,ˈpjʊrli,副詞(adv)
quotation,引用；相場；見積書,kwoʊˈteɪʃən,名詞(n.)
ray,光線,reɪ,名詞(n.)
reactive,反応の,riˈæktɪv,形容詞(adj.)
reactor,原子炉,riˈæktər,名詞(n.)
recipe,レシピ ,ˈrɛsəpi,名詞(n.)
reliability,信頼性,riˌlaɪəˈbɪləti,名詞(n.)
replacement,交換,rɪˈpleɪsmənt,名詞(n.)
resistant,抵抗する；耐性のある,rɪˈzɪstənt,形容詞(adj.)
ridiculous,ばかげた,rɪˈdɪkjələs,形容詞(adj.)
rope,ロープ,roʊp,名詞(n.)
rub,こする,rʌb,動詞(verb)
selective,選択的な,səˈlɛktɪv,形容詞(adj.)
separately,別々に,ˈsɛpərətli,副詞(adv)
separation,分離,ˌsɛpəˈreɪʃən,名詞(n.)
similarity,類似,ˌsɪməˈlɛrəti,名詞(n.)
slavery,奴隷制度,ˈsleɪvəri,名詞(n.)
snake,ヘビ,sneɪk,名詞(n.)
socially,社会的に,ˈsoʊʃəli,副詞(adv)
specification,仕様,ˌspɛsɪfɪˈkeɪʃən,名詞(n.)
spray,スプレー，スプレーする；散布する,spreɪ,動詞(verb)
stabilize,安定させる,ˈsteɪbəˌlaɪz,動詞(verb)
standardize,標準化する,ˈstændərˌdaɪz,動詞(verb)
sword,剣,sɔrd,名詞(n.)
tech,科学技術,tɛk,名詞(n.)
tempt,誘惑する,tɛmpt,動詞(verb)
tense,緊張した；ピンと張った,tɛns,形容詞(adj.)
traditionally,伝統的に,trəˈdɪʃənəli,副詞(adv)
tricky,巧妙な；扱いにくい,ˈtrɪki,形容詞(adj.)
unstable,不安定な,ənˈsteɪbəl,形容詞(adj.)
variability,変動,vɛriəˈbɪlɪti,名詞(n.)
variance,分散,ˈvɛriəns,名詞(n.)
variant,変異,ˈvɛriənt,名詞(n.)
wisdom,知恵,ˈwɪzdəm,名詞(n.)
absorb,吸収する,əbˈzɔrb,動詞(verb)
absorption,吸収,əbˈzɔrpʃən,名詞(n.)
accelerate,加速する,ækˈsɛləˌreɪt,動詞(verb)
acceleration,加速,ˌækˌsɛləˈreɪʃən,名詞(n.)
accumulate,蓄積する,əˈkjumjəˌleɪt,動詞(verb)
accumulation,蓄積,əˌkjumjəˈleɪʃən,名詞(n.)
accuracy,正確さ,ˈækjərəsi,名詞(n.)
accurately,正確に,ˈækjərətli,副詞(adv)
acid,酸,ˈæsəd,名詞(n.)
acidic,酸性の,əˈsɪdɪk,形容詞(adj.)
admission,自白,ædˈmɪʃən,名詞(n.)
adolescent,青春期の若者,ˌædəˈlɛsənt,名詞(n.)
affirm,確認する,əˈfɜrm,動詞(verb)
agriculture,農業,ˈægrɪˌkʌlʧər,名詞(n.)
alien,外国人；宇宙人,ˈeɪliən,名詞(n.)
alliance,同盟；提携,əˈlaɪəns,名詞(n.)
allocate,割り当てる,ˈæləˌkeɪt,動詞(verb)
allocation,割り当て,ˌæləˈkeɪʃən,名詞(n.)
approximate,約；大体の；おおよその,əˈprɑksəmət,形容詞(adj.)
approximation,近似,əˌprɑksəˈmeɪʃən,名詞(n.)
archaeology,考古学,ˌɑrkiˈɑləʤi,名詞(n.)
architect,建築家,ˈɑrkəˌtɛkt,名詞(n.)
aspect,面；様相,ˈæˌspɛkt,名詞(n.)
assembly,組み立て,əˈsɛmbli,名詞(n.)
assert,断言する,əˈsɜrt,動詞(verb)
assignment,任務； 業務； 職,əˈsaɪnmənt,名詞(n.)
athletic,たくましい；強健な,æˈθlɛtɪk,形容詞(adj.)
atom,原子,ˈætəm,名詞(n.)
atomic,原子の,əˈtɑmɪk,形容詞(adj.)
audit,監査,ˈɔdɪt,動詞(verb)
bacteria,細菌,bækˈtɪriə,名詞(n.)
bacterial,細菌の,bækˈtɪriəl,形容詞(adj.)
bargain,バーゲン； 安売り,ˈbɑrgən,名詞(n.)
beam,梁（はり）；光線；ビーム,bim,名詞(n.)
behavioral,行動の,bɪˈheɪvjərəl,形容詞(adj.)
candidate,候補者,ˈkændədeɪt,名詞(n.)
cattle,畜牛,ˈkætəl,名詞(n.)
circulate,循環する,ˈsɜrkjəˌleɪt,動詞(verb)
circulation,循環,ˈsɜrkjəˌleɪʃən,名詞(n.)
civilization,文明,ˌsɪvəlɪˈzeɪʃən,名詞(n.)
clarify,明確にする,ˈklɛrəˌfaɪ,動詞(verb)
client,依頼人；顧客,ˈklaɪənt,名詞(n.)
clinic,診療所,ˈklɪnɪk,名詞(n.)
colonial,植民地の,kəˈloʊniəl,形容詞(adj.)
colony,植民地,ˈkɑləni,名詞(n.)
communicative,コミュニケーションのための；情報伝達の,kəmˈjunəkətɪv,形容詞(adj.)
communist,共産主義者,ˈkɑmjənəst,形容詞(adj.)
compensate,補償する,ˈkɑmpənˌseɪt,動詞(verb)
competent,有能な,ˈkɑmpətɪnt,形容詞(adj.)
composer,作曲家,kəmˈpoʊzər,名詞(n.)
conceive,思い付く；妊娠する,kənˈsiv,動詞(verb)
conception,概念,kənˈsɛpʃən,名詞(n.)
conceptual,概念の,kənˈsɛpʧuəl,形容詞(adj.)
conduction,伝導,kənˈdʌkʃən,名詞(n.)
conference,会議,ˈkɑnfərəns,名詞(n.)
confine,閉じ込める,kənˈfaɪn,動詞(verb)
consent,承諾，同意する,kənˈsɛnt,動詞(verb)
conservation,保全,ˌkɑnsərˈveɪʃən,名詞(n.)
conserve,保存する；節約する,kənˈsɜrv,動詞(verb)
constitution,憲法；構成,ˌkɑnstəˈtuʃən,名詞(n.)
constrain,強制する; 抑制する,kənˈstreɪn,動詞(verb)
consultation,相談；協議,ˌkɑnsəlˈteɪʃən,名詞(n.)
consumption,消費,kənˈsʌmpʃən,名詞(n.)
continent,大陸,ˈkɑntənənt,名詞(n.)
contradict,矛盾する；否定する,ˌkɑntrəˈdɪkt,動詞(verb)
contradiction,矛盾；否定,ˌkɑntrəˈdɪkʃən,名詞(n.)
contradictory,矛盾した,ˌkɑntrəˈdɪktəri,形容詞(adj.)
controversy,論争,ˈkɑntrəˌvɜrsi,名詞(n.)
coordinate,うまく調整する；まとめる；調和させる；座標；等位の；対等の,koʊˈɔrdənət,動詞(verb)
coordination,調整,koʊˌɔrdəˈneɪʃən,名詞(n.)
correlate,相関がある,ˈkɔrəˌleɪt,動詞(verb)
correlation,相互関係,ˌkɔrəˈleɪʃən,名詞(n.)
correspondence,文通； 通信,ˌkɔrəˈspɑndəns,名詞(n.)
corruption,汚職；腐敗；破損,kəˈrʌpʃən,名詞(n.)
criteria,基準,kraɪˈtɪriə,名詞(n.)
critically,批判的に,ˈkrɪtɪkəli,副詞(adv)
crystal,結晶,ˈkrɪstəl,名詞(n.)
curriculum,カリキュラム,kəˈrɪkjələm,名詞(n.)
cyclic,循環の；環式の,ˈsaɪklɪk,形容詞(adj.)
damp,湿った,dæmp,形容詞(adj.)
deliberately,意図的に,dɪˈlɪbərətli,副詞(adv)
demonstrator,証明者,ˈdɛmənˌstreɪtər,名詞(n.)
dense,濃い；密集した,dɛns,形容詞(adj.)
depict,描写する,dɪˈpɪkt,動詞(verb)
derivative,派生物；派生語，派生した,dəˈrɪvətɪv,形容詞(adj.)
dictate,書き取らせる；口述する,ˈdɪkˌteɪt,動詞(verb)
dimensional,次元の,dɪˈmɛnʃənəl,形容詞(adj.)
disability,身体障害,ˌdɪsəˈbɪlɪti,名詞(n.)
discharge,発砲；排出；解任，排出する；放電する,dɪsˈʧɑrʤ,動詞(verb)
discourse,談話,ˈdɪskɔrs,名詞(n.)
discrimination,差別；識別,dɪˌskrɪməˈneɪʃən,名詞(n.)
distribution,配布；分布；流通,ˌdɪstrəˈbjuʃən,名詞(n.)
diverse,多様な,daɪˈvɜrs,形容詞(adj.)
dominant,支配的な,ˈdɑmənənt,形容詞(adj.)
domination,支配,ˌdɑməˈneɪʃən,名詞(n.)
dose,服用量,doʊs,名詞(n.)
drain,配水管，排出する,dreɪn,名詞(n.)
drift,漂流，漂う,drɪft,名詞(n.)
effectiveness,有効性,ɪˈfɛktɪvnəs,名詞(n.)
elaborate,手の込んだ,ɪˈlæbrət,形容詞(adj.)
elevate,高くあげる,ˈɛləˌveɪt,動詞(verb)
elevation,高度,ˌɛləˈveɪʃən,名詞(n.)
elimination,除去,ɪˌlɪməˈneɪʃən,名詞(n.)
elite,エリート；上流階級；幹部,ɪˈlit,名詞(n.)
emergence,出現,ɪˈmɜrʤəns,名詞(n.)
emission,放出；排出量,ɪˈmɪʃən,名詞(n.)
emit,出す；発する,ɪˈmɪt,動詞(verb)
enforcement,施行,ɛnˈfɔrsmənt,名詞(n.)
essentially,本質的に,ɪˈsɛnʃəli,副詞(adv)
estimation,推定,ˌɛstəˈmeɪʃən,名詞(n.)
evident,明らかな,ˈɛvədənt,形容詞(adj.)
evolutionary,進化の,ˌɛvəˈluʃəˌnɛri,形容詞(adj.)
execute,死刑執行する,ˈɛksəˌkjut,動詞(verb)
execution,処刑,ˌɛksəˈkjuʃən,名詞(n.)
explicit,明示的な,ɪkˈsplɪsət,形容詞(adj.)
explicitly,明示的に,ɪkˈsplɪsətli,副詞(adv)
exploit,不当に利用する；搾取する,ˈɛkˌsplɔɪt,動詞(verb)
fabric,織物,ˈfæbrɪk,名詞(n.)
facilitate,促進する,fəˈsɪləˌteɪt,動詞(verb)
faculty,学部；教授陣；能力,ˈfækəlti,名詞(n.)
fertility,肥沃；繁殖力,fərˈtɪləti,名詞(n.)
fiber,繊維 ；ファイバー,ˈfaɪbər,名詞(n.)
flesh,肉,flɛʃ,名詞(n.)
flexibility,柔軟性,ˌflɛksəˈbɪləti,名詞(n.)
formally,正式に,ˈfɔrməli,副詞(adv)
formulation,定式化；形成；策定,ˌfɔrmjəˈleɪʃən,名詞(n.)
found,設立する,faʊndz,動詞(verb)
fundamentally,根本的に,ˌfʌndəˈmɛntəli,副詞(adv)
genetically,遺伝的に,ʤəˈnɛtɪkli,副詞(adv)
genetics,遺伝学,ʤəˈnɛtɪks,名詞(n.) 複数形(pl.)
globalization,世界化,ˌgloʊbəlɪˈzeɪʃən,名詞(n.)
goods,商品,gʊdz,名詞(n.) 複数形(pl.)
grasp,握る；把握する，握ること,græsp,動詞(verb)
gravity,重力,ˈgrævəti,名詞(n.)
gross,気持ち悪い,groʊs,形容詞(adj.)
hip,臀部；腰,hɪp,名詞(n.)
ideology,イデオロギー,ˌaɪdiˈɑləʤi,名詞(n.)
immune,免疫,ɪmˈjun,形容詞(adj.)
impact,影響，影響を与える,ˈɪmpækt,名詞(n.)
independently,独立して,ˌɪndɪˈpɛndəntli,副詞(adv)
inevitably,必然的に,ɪˈnɛvətəbli,副詞(adv)
infect,感染する,ɪnˈfɛkt,動詞(verb)
infectious,伝染性の,ɪnˈfɛkʃəs,形容詞(adj.)
initiate,始める,ɪˈnɪʃiɪt,動詞(verb)
initiation,開始,ɪˌnɪʃiˈeɪʃən,名詞(n.)
inject,注入する,ɪnˈʤɛkt,動詞(verb)
injection,注射；注入,ɪnˈʤɛkʃən,名詞(n.)
insert,挿入する,ɪnˈsɜrt,動詞(verb)
instinct,本能,ˈɪnstɪŋkt,名詞(n.)
integration,統合,ˌɪntəˈgreɪʃən,名詞(n.)
interact,相互に作用する,ˌɪntəˈrækt,動詞(verb)
interfere,干渉する,ˌɪntərˈfɪr,動詞(verb)
intervene,介入する,ˌɪntərˈvin,動詞(verb)
invasion,侵略,ɪnˈveɪʒən,名詞(n.)
irrelevant,無関係の,ɪˈrɛləvənt,形容詞(adj.)
justification,正当化,ˌʤʌstəfəˈkeɪʃən,名詞(n.)
lecturer,講師,ˈlɛkʧərər,名詞(n.)
legend,伝説,ˈlɛʤənd,名詞(n.)
legitimate,正当な；合法な,ləˈʤɪtəmət,形容詞(adj.)
liable,法的責任がある,ˈlaɪəbəl,形容詞(adj.)
logical,論理的な,ˈlɑʤɪkəl,形容詞(adj.)
magnetic,磁気の,mægˈnɛtɪk,形容詞(adj.)
manipulate,操作する,məˈnɪpjəˌleɪt,動詞(verb)
manipulation,操作,məˌnɪpjəˈleɪʃən,名詞(n.)
manual,手引書；マニュアル,ˈmænjuəl,形容詞(adj.)
marginal,縁の；余白の,ˈmɑrʤənəl,形容詞(adj.)
mechanic,機械工,məˈkænɪk,名詞(n.)
mechanical,機械的な,məˈkænɪkəl,形容詞(adj.)
media,メディア；マスコミ,ˈmidiə,名詞(n.)
merge,合併する,mɜrʤ,動詞(verb)
methodology,方法論,ˌmɛθəˈdɑləʤi,名詞(n.)
migrate,移動する; 移住する,ˈmaɪˌgreɪt,動詞(verb)
migration,移動；移住,maɪˈgreɪʃən,名詞(n.)
missile,ミサイル,ˈmɪsəl,名詞(n.)
mobility,動きやすさ；移動性,moʊˈbɪləti,名詞(n.)
modification,変更,ˌmɑdəfəˈkeɪʃən,名詞(n.)
molecular,分子の,məˈlɛkjələr,形容詞(adj.)
molecule,分子,ˈmɑləˌkjul,名詞(n.)
morality,道徳；倫理,məˈræləti,名詞(n.)
mortality,死亡率,mɔrˈtæləti,名詞(n.)
motive,動機,ˈmoʊtɪv,名詞(n.)
myth,神話,mɪθ,名詞(n.)
naked,裸の,ˈneɪkəd,形容詞(adj.)
neutral,中立の,ˈnutrəl,形容詞(adj.)
objection,異議,əbˈʤɛkʃən,名詞(n.)
obtain,得る,əbˈteɪn,動詞(verb)
occupation,職業；占有,ˌɑkjəˈpeɪʃən,名詞(n.)
oral,口頭の,ˈɔrəl,形容詞(adj.)
organ,"器官, 組織；臓器；陰茎；オルガン；機関；機関紙",ˈɔrgən,名詞(n.)
orientation,適応；オリエンテーション；方向性；位置,ˌɔriɛnˈteɪʃən,名詞(n.)
peasant,小作人,ˈpɛzənt,名詞(n.)
philosopher,哲学者,fəˈlɑsəfər,名詞(n.)
philosophical,哲学的な,ˌfɪləˈsɑfɪkəl,形容詞(adj.)
powder,粉末,ˈpaʊdər,名詞(n.)
practitioner,（専門職・技術などの）開業者；（特に）開業医,prækˈtɪʃənər,名詞(n.)
precede,先行する,prɪˈsid,動詞(verb)
prediction,予測,priˈdɪkʃən,名詞(n.)
probe,探査；プローブ，探査する,proʊb,動詞(verb)
profound,深遠な,proʊˈfaʊnd,形容詞(adj.)
prominent,著名な,ˈprɑmənənt,形容詞(adj.)
psychiatric,精神科の,ˌsaɪkiˈætrɪk,形容詞(adj.)
psychologist,心理学者,saɪˈkɑləʤəst,名詞(n.)
psychology,心理学,saɪˈkɑləʤi,名詞(n.)
publish,出版する；発表する,ˈpʌblɪʃ,動詞(verb)
puzzle,困らせる；当惑する，パズル,ˈpʌzəl,名詞(n.)
quantitative,量的な,ˈkwɑntɪˌteɪtɪv,形容詞(adj.)
radiation,放射線,ˌreɪdiˈeɪʃən,名詞(n.)
randomize,無作為化する,ˈrændəˌmaɪz,動詞(verb)
randomly,無作為に,ˈrændəmli,副詞(adv)
rational,合理的な,ˈræʃənəl,形容詞(adj.)
rationality,合理性,ˌræʃəˈnælɪti,名詞(n.)
reconstruct,再構築する,ˌrikənˈstrʌkt,動詞(verb)
regime,政権；体制,rəʒˈim,名詞(n.)
reinforce,強化する；補強する,ˌriɪnˈfɔrs,動詞(verb)
rejection,拒絶,rɪˈʤɛkʃən,名詞(n.)
render,〜の状態にする；与える,ˈrɛndər,動詞(verb)
reproduce,再生する；繁殖する,ˌriprəˈdus,動詞(verb)
reproduction,再生；生殖作用,ˌriprəˈdʌkʃən,名詞(n.)
republic,共和国,riˈpʌblək,名詞(n.)
resemble,似ている,rɪˈzɛmbəl,動詞(verb)
revolutionary,革新的な,ˌrɛvəˈluʃəˌnɛri,形容詞(adj.)
rhythm,リズム,ˈrɪðəm,名詞(n.)
ritual,儀式,ˈrɪʧuəl,名詞(n.)
scatter,まき散らす,ˈskætər,動詞(verb)
sensible,賢明な；分別のある,ˈsɛnsəbəl,形容詞(adj.)
sensitivity,感受性；感度,ˌsɛnsɪˈtɪvɪti,名詞(n.)
shortly,まもなく,ˈʃɔrtli,副詞(adv)
simultaneously,同時に,ˌsaɪməlˈteɪniəsli,副詞(adv)
sin,罪,sɪn,名詞(n.)
sophisticate,洗練させる,səˈfɪstəˌkeɪt,動詞(verb)
sponsorship,資金援助,ˈspɑnsərˌʃɪp,名詞(n.)
statistical,統計的,stəˈtɪstɪkəl,形容詞(adj.)
statistically,統計的に,stəˈtɪstɪkəli,副詞(adv)
statistics,統計,stəˈtɪstɪks,名詞(n.) 複数形(pl.)
strategic,戦略的な,strəˈtiʤɪk,形容詞(adj.)
strictly,厳密に,ˈstrɪktli,副詞(adv)
substitution,代用；置換,ˌsʌbstɪˈtuʃən,名詞(n.)
subtle,微妙な; 繊細な；巧妙な,ˈsʌtəl,形容詞(adj.)
sufficiently,十分に,səˈfɪʃəntli,副詞(adv)
suicide,自殺,ˈsuəˌsaɪd,名詞(n.)
superior,上の，上司,suˈpɪriər,名詞(n.)
sustainable,持続可能な,səˈsteɪnəbəl,形容詞(adj.)
swell,膨張する,swɛl,動詞(verb)
symbolic,象徴的な；記号の,sɪmˈbɑlɪk,形容詞(adj.)
technically,技術的に；専門的に言うと,ˈtɛknɪkəli,副詞(adv)
theorist,理論家,ˈθiərɪst,名詞(n.)
thereby,それによって,ˈðɛrˈbaɪ,副詞(adv)
ton,トン,tʌn,名詞(n.)
transaction,取引,trænˈzækʃən,名詞(n.)
transformation,変換,ˌtrænsfərˈmeɪʃən,名詞(n.)
translation,翻訳,trænˈzleɪʃən,名詞(n.)
transmission,伝送；通信,trænˈsmɪʃən,名詞(n.)
transmit,送信する,trænzˈmɪt,動詞(verb)
treaty,条約,ˈtriti,名詞(n.)
tremendous,途方もない,trəˈmɛndəs,形容詞(adj.)
tribe,部族,traɪb,名詞(n.)
ultimate,究極の; 根本的な,ˈʌltəmət,形容詞(adj.)
unity,単一性；統一,ˈjunəti,名詞(n.)
utility,実用性；公益事業,juˈtɪləti,名詞(n.)
vague,ぼんやりした,veɪg,形容詞(adj.)
valid,正当な；有効な,ˈvæləd,形容詞(adj.)
validity,妥当性,vəˈlɪdəti,名詞(n.)
virtue,美徳,ˈvɜrʧu,名詞(n.)
weave,織る,wiv,動詞(verb)
activate,始動する,ˈæktəˌveɪt,動詞(verb)
acute,鋭い；深刻な；急性の,əˈkjut,形容詞(adj.)
adjacent,隣接した,əˈʤeɪsənt,形容詞(adj.)
adverse,逆の；不利な,ædˈvɜrs,形容詞(adj.)
aesthetic,美的な,ɛˈsθɛtɪk,形容詞(adj.)
aluminum,アルミニウム ,əˈlumənəm,名詞(n.)
ancestor,祖先,ˈænˌsɛstər,名詞(n.)
anthropology,人類学,ˌænθrəˈpɑləʤi,名詞(n.)
array,配列,əˈreɪ,名詞(n.)
arrow,矢印,ˈæroʊ,名詞(n.)
articulate,考えをはっきり言う,ɑrˈtɪkjələt,動詞(verb)
artificial,人工の,ˌɑrtəˈfɪʃəl,形容詞(adj.)
auction,競売で売る,ˈɑkʃən,動詞(verb)
audio,音声の,ˈɑdiˌoʊ,形容詞(adj.)
autonomy,自治権；自立性,ɔˈtɑnəmi,名詞(n.)
barrel,樽；バレル,ˈbærəl,名詞(n.)
basin,たらい；盆地,ˈbeɪsən,名詞(n.)
